,cross_val_acc,training_acc,test_acc,train_size,solver,learning_rate_init,max_iter,momentum,hidden_layer_sizes
2842,0.41715304181769,0.4489299610894942,0.42857142857142855,2056,sgd,1.0,100,0.5,"(13, 13)"
2843,0.44787156482808654,0.44784828592268416,0.42857142857142855,1371,sgd,1.0,100,0.5,"(13, 13)"
2844,0.4468153008930811,0.4467153284671533,0.42857142857142855,685,sgd,1.0,100,0.5,"(13, 13)"
2845,0.45741226581552585,0.4574095682613769,0.42857142857142855,3428,sgd,1.0,100,0.5,"(13, 13, 13)"
2846,0.4529564363389279,0.45295404814004375,0.42857142857142855,2742,sgd,1.0,100,0.5,"(13, 13, 13)"
2847,0.44893788289348463,0.4489299610894942,0.42857142857142855,2056,sgd,1.0,100,0.5,"(13, 13, 13)"
2848,0.44787156482808654,0.44784828592268416,0.42857142857142855,1371,sgd,1.0,100,0.5,"(13, 13, 13)"
2849,0.4468153008930811,0.4467153284671533,0.3115646258503401,685,sgd,1.0,100,0.5,"(13, 13, 13)"
2850,0.27564689897776185,0.45770128354725786,0.42857142857142855,3428,sgd,1.0,100,0.5,"(130, 130, 130)"
2851,0.4529564363389279,0.45295404814004375,0.42857142857142855,2742,sgd,1.0,100,0.5,"(130, 130, 130)"
2852,0.44893788289348463,0.4489299610894942,0.42857142857142855,2056,sgd,1.0,100,0.5,"(130, 130, 130)"
2853,0.44787156482808654,0.44784828592268416,0.42857142857142855,1371,sgd,1.0,100,0.5,"(130, 130, 130)"
2854,0.4132386585573147,0.4467153284671533,0.42857142857142855,685,sgd,1.0,100,0.5,"(130, 130, 130)"
2855,0.0032078818693759893,0.0032088681446907816,0.42857142857142855,3428,sgd,1.0,100,0.5,"(130, 130, 130, 130)"
